GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I9HE001,I9HE002,I9HE003,I9HE004,I9HE005,I9HE006,I9HE007,I9HE008,I9HE009,I9HE010,I9HE011,I9HE012,I9HE013,I9HE014,I9HE015,I9HE016,I9HE017,I9HE018,I9HE019,I9HE020,I9HE021,I9HE022,I9HE023,I9HE024,I9HE025,I9HE026,I9HE027,I9TE001,I9TE002,I9TE003,I9TE004,I9TE005,I9TE006,I9TE007,I9TE008,I9TE009,I9TE010,I9TE011,I9TE012,I9TE013,I9TE014,I9TE015,I9TE016,I9TE017,I9TE018,I9TE019,I9TE020,I9TE021,I9TE022,I9TE023,I9TE024,I9TE025,I9TE026,I9TE027,I9VE001,I9VE002,I9VE003,I9VE004,I9VE005,I9VE006,I9VE007,I9VE008,I9VE009,I9VE010,I9VE011,I9VE012,I9VE013,I9VE014,I9VE015,I9VE016,I9VE017,I9VE018,I9VE019,I9VE020,I9VE021,I9VE022,I9VE023,I9VE024,I9VE025,I9VE026,I9VE027,NAME_M,I9HM001,I9HM002,I9HM003,I9HM004,I9HM005,I9HM006,I9HM007,I9HM008,I9HM009,I9HM010,I9HM011,I9HM012,I9HM013,I9HM014,I9HM015,I9HM016,I9HM017,I9HM018,I9HM019,I9HM020,I9HM021,I9HM022,I9HM023,I9HM024,I9HM025,I9HM026,I9HM027,I9TM001,I9TM002,I9TM003,I9TM004,I9TM005,I9TM006,I9TM007,I9TM008,I9TM009,I9TM010,I9TM011,I9TM012,I9TM013,I9TM014,I9TM015,I9TM016,I9TM017,I9TM018,I9TM019,I9TM020,I9TM021,I9TM022,I9TM023,I9TM024,I9TM025,I9TM026,I9TM027,I9VM001,I9VM002,I9VM003,I9VM004,I9VM005,I9VM006,I9VM007,I9VM008,I9VM009,I9VM010,I9VM011,I9VM012,I9VM013,I9VM014,I9VM015,I9VM016,I9VM017,I9VM018,I9VM019,I9VM020,I9VM021,I9VM022,I9VM023,I9VM024,I9VM025,I9VM026,I9VM027
"G1901030","2010","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,92155,45733,41081,32144,50,32094,30982,1112,8937,4652,1104,1104,0,3548,46422,40338,31171,41,31130,29563,1567,9167,6084,721,721,0,5363,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,366,340,340,1594,85,1592,1631,563,1544,228,378,378,228,378,192,192,1354,72,1365,1361,585,1396,228,314,314,228,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1901130","2010","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,151986,73525,62074,53286,167,53119,49913,3206,8788,11451,1995,1780,215,9456,78461,63083,50653,0,50653,48709,1944,12430,15378,1614,1614,0,13764,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,481,472,472,1339,166,1355,1470,780,1258,228,606,589,191,606,296,296,1557,228,1557,1497,586,1489,228,520,520,228,520,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1901530","2010","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",17686,9040,8585,5804,0,5804,5118,686,2781,455,57,57,0,398,8646,7825,6191,0,6191,4653,1538,1634,821,156,156,0,665,279919,134132,116102,100360,263,100097,94231,5866,15742,18030,3939,3763,176,14091,145787,120487,96902,79,96823,92046,4777,23585,25300,4015,3900,115,21285,20271,10809,10500,9444,0,9444,8904,540,1056,309,51,51,0,258,9462,9155,6515,0,6515,5985,530,2640,307,0,0,0,307,"Polk County, Iowa",1031,889,941,966,228,966,1013,501,828,270,93,93,228,260,466,432,641,228,641,611,616,510,140,175,175,228,214,726,574,563,1922,210,1913,1984,1348,1979,98,747,744,165,748,441,441,2140,129,2162,2039,1002,2039,228,839,833,137,839,456,370,444,836,228,836,920,442,766,192,83,83,228,185,573,628,758,228,758,806,420,838,217,228,228,228,217
"G1901550","2010","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,67046,32421,26967,22663,48,22615,21108,1507,4304,5454,724,588,136,4730,34625,27102,22401,0,22401,20356,2045,4701,7523,1596,1596,0,5927,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottawattamie County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,615,262,262,746,84,753,828,616,763,228,233,229,144,233,450,450,974,228,974,1198,813,948,228,448,448,228,448,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1901630","2010","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,111543,53883,45229,35618,0,35618,32942,2676,9611,8654,2116,2041,75,6538,57660,45990,34925,54,34871,32604,2267,11065,11670,1434,1285,149,10236,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,515,448,448,1585,228,1585,1588,805,1666,228,553,551,126,553,338,338,1220,93,1219,1318,938,1235,228,465,439,179,465,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1901690","2010","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,65862,34110,30341,23298,84,23214,21303,1911,7043,3769,780,766,14,2989,31752,26791,20703,0,20703,19417,1286,6088,4961,523,474,49,4438,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Story County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,330,208,208,1135,139,1135,1241,729,1106,228,308,303,24,308,297,297,1028,228,1028,1127,752,1080,228,277,281,80,277,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1901930","2010","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,63615,30344,25077,21621,46,21575,20362,1213,3456,5267,1001,927,74,4266,33271,26043,20413,0,20413,19299,1114,5630,7228,786,786,0,6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,368,333,333,1138,73,1153,1264,565,1152,228,349,347,126,349,259,259,924,228,924,1038,384,935,228,323,323,228,323,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2000150","2010","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,46229,22833,19298,15697,118,15579,13875,1704,3601,3535,705,642,63,2830,23396,18840,14245,0,14245,13274,971,4595,4556,579,579,0,3977,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,367,265,265,1193,126,1204,1181,583,1194,248,319,298,74,319,246,246,863,248,863,908,446,860,248,290,290,248,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2000450","2010","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,76682,38268,34332,26461,29,26432,24084,2348,7871,3936,1030,1030,0,2906,38414,33261,26625,0,26625,25260,1365,6636,5153,863,863,0,4290,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,387,219,206,1370,59,1359,1421,749,1328,95,326,326,248,322,312,308,1512,248,1512,1576,547,1549,118,375,375,248,392,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2000910","2010","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",17040,8692,7932,6439,0,6439,5914,525,1493,760,463,397,66,297,8348,7701,5965,0,5965,4943,1022,1736,647,30,30,0,617,352150,168235,144541,125957,248,125709,119098,6611,18584,23694,5966,5688,278,17728,183915,151778,119579,0,119579,113440,6139,32199,32137,5716,5609,107,26421,25804,13451,13211,11198,0,11198,10113,1085,2013,240,166,0,166,74,12353,11676,9242,0,9242,8712,530,2434,677,0,0,0,677,"Johnson County, Kansas",1180,720,720,789,248,789,826,413,713,262,321,344,116,264,816,816,936,248,936,982,701,615,248,54,54,248,54,989,664,664,2087,210,2067,2062,1276,2104,248,883,859,224,883,724,724,2411,248,2411,2651,1279,2408,248,856,864,124,856,269,518,561,663,248,663,819,738,649,221,194,248,194,119,476,559,1208,248,1208,1210,412,974,308,248,248,248,308
"G2001030","2010","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,44941,22165,19114,14662,1737,12925,11743,1182,4452,3051,534,461,73,2517,22776,19540,14082,49,14033,13322,711,5458,3236,679,679,0,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leavenworth County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,1538,1554,1373,508,1413,1318,533,934,378,266,244,84,418,860,874,1096,84,1087,1131,403,871,491,296,296,248,552,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2001610","2010","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,48510,25168,23030,17341,2289,15052,14217,835,5689,2138,727,727,0,1411,23342,20559,13830,218,13612,13268,344,6729,2783,291,291,0,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riley County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,264,179,179,1323,670,1457,1572,492,1295,248,247,247,248,247,264,264,1168,218,1188,1236,235,1166,248,198,198,248,198,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2001730","2010","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",32388,14935,13433,10131,248,9883,7444,2439,3302,1502,140,140,0,1362,17453,15315,12226,218,12008,9461,2547,3089,2138,224,224,0,1914,279552,135634,114457,96527,1671,94856,86209,8647,17930,21177,3798,3643,155,17379,143918,115921,87036,40,86996,80184,6812,28885,27997,4118,4006,112,23879,39802,20380,19515,17382,42,17340,15554,1786,2133,865,0,0,0,865,19422,18299,12676,102,12574,10212,2362,5623,1123,83,83,0,1040,"Sedgwick County, Kansas",1235,855,854,1139,264,1232,1221,837,752,90,159,159,248,175,752,668,904,277,921,1015,761,745,187,190,190,248,269,909,574,574,1729,569,1745,2138,1443,1800,248,795,787,143,795,703,703,2274,68,2282,2554,1308,2242,248,779,777,161,779,570,495,705,952,68,957,1027,878,801,507,248,248,248,507,293,293,1207,166,1195,1509,1119,1290,0,145,145,248,145
"G2001770","2010","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",11167,5542,4552,3715,92,3623,2838,785,837,990,339,339,0,651,5625,4605,3878,0,3878,2935,943,727,1020,102,102,0,918,109878,52215,42539,35131,209,34922,31462,3460,7408,9676,1580,1494,86,8096,57663,44588,34824,199,34625,32662,1963,9764,13075,1645,1595,50,11430,12108,6172,5636,4677,0,4677,3956,721,959,536,85,49,36,451,5936,5387,3857,0,3857,3317,540,1530,549,44,44,0,505,"Shawnee County, Kansas",817,312,444,764,155,802,680,621,583,316,344,344,248,280,733,743,928,248,928,926,858,377,312,127,127,248,303,494,319,318,1319,213,1328,1483,859,1384,74,481,487,74,478,392,392,1363,193,1368,1363,576,1339,248,506,506,83,506,289,324,412,374,248,374,609,445,422,251,104,84,60,218,186,187,601,248,601,685,345,571,0,75,75,248,75
"G2002090","2010","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",29669,13707,11844,7552,0,7552,6185,1367,4292,1863,411,411,0,1452,15962,13186,9926,0,9926,8188,1738,3260,2776,367,367,0,2409,56663,27380,22831,18246,101,18145,15392,2753,4585,4549,722,654,68,3827,29283,23056,17428,0,17428,15632,1796,5628,6227,423,423,0,5804,26541,14439,13863,11483,0,11483,10444,1039,2380,576,149,77,72,427,12102,11387,7239,0,7239,6284,955,4148,715,101,101,0,614,"Wyandotte County, Kansas",504,265,236,1068,248,1068,996,531,1057,129,322,322,248,349,397,366,806,248,806,976,690,755,100,286,286,248,307,416,313,313,968,122,966,1020,709,1049,248,324,315,114,324,254,254,1066,248,1066,1087,654,1036,248,388,388,248,388,415,365,462,851,248,851,1007,643,878,274,159,122,117,254,447,447,1071,248,1071,1021,577,1133,0,117,117,248,117
"G2100150","2010","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,81446,39551,34667,30044,0,30044,27473,2571,4623,4884,664,594,70,4220,41895,35749,27085,0,27085,25308,1777,8664,6146,662,662,0,5484,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,552,396,396,1009,271,1009,1308,931,994,271,325,300,116,325,352,352,1099,271,1099,1333,657,1145,271,348,348,271,348,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100290","2010","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,56088,27778,24058,19309,132,19177,16773,2404,4749,3720,894,776,118,2826,28310,23874,17064,0,17064,15880,1184,6810,4436,656,656,0,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,381,155,155,767,126,780,1069,717,803,271,353,351,140,353,374,374,936,271,936,955,495,1003,271,288,288,271,288,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100370","2010","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,68296,33033,28332,22514,0,22514,19861,2653,5818,4701,558,558,0,4143,35263,28596,22811,0,22811,20285,2526,5785,6667,766,719,47,5901,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,877,439,439,1229,271,1229,1300,736,1227,271,335,335,271,335,556,556,1022,271,1022,1086,818,1049,271,340,337,83,340,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100470","2010","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",11313,5884,5460,3980,1673,2307,2125,182,1480,424,0,0,0,424,5429,4610,2834,404,2430,1665,765,1776,819,0,0,0,819,39081,19822,17165,13832,4562,9270,8133,1137,3333,2657,310,310,0,2347,19259,15591,9894,1227,8667,7815,852,5697,3668,458,419,39,3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Kentucky",646,606,638,1088,1240,978,917,204,894,198,271,271,271,198,669,726,733,419,838,697,405,782,316,271,271,271,316,418,346,346,1295,1672,1712,1513,718,1291,271,217,217,271,217,361,361,969,1153,966,963,373,1049,271,295,288,66,295,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100590","2010","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,69567,33086,27447,21828,217,21611,19894,1717,5619,5639,674,674,0,4965,36481,28529,18786,0,18786,17612,1174,9743,7952,612,612,0,7340,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,423,265,265,1089,270,1084,1219,727,1126,271,356,356,271,356,301,301,1367,271,1367,1434,434,1385,271,253,253,271,253,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100670","2010","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",31763,15429,14090,9855,0,9855,7546,2309,4235,1339,302,302,0,1037,16334,14338,12079,312,11767,9421,2346,2259,1996,297,297,0,1699,182865,87885,76852,62559,0,62559,55504,7055,14293,11033,2957,2771,186,8076,94980,79085,59328,0,59328,54291,5037,19757,15895,2093,2027,66,13802,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Kentucky",920,741,741,981,271,981,1047,742,1079,271,244,244,271,244,557,534,891,446,982,1034,740,709,101,225,225,271,232,569,434,434,1855,271,1855,2427,1554,1912,271,569,555,189,569,342,342,2062,271,2062,2255,1135,2002,271,459,450,105,459,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100930","2010","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",9880,5323,4966,4643,2559,2084,1767,317,323,357,167,167,0,190,4557,4243,3325,122,3203,2736,467,918,314,31,31,0,283,66326,32730,28232,23719,9113,14606,13936,670,4513,4498,1015,1015,0,3483,33596,27534,18476,290,18186,16729,1457,9058,6062,853,853,0,5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Kentucky",648,601,630,733,1376,1087,819,429,406,227,160,160,271,183,270,308,474,165,496,599,338,389,163,53,53,271,172,662,605,605,1580,1964,2054,1915,385,1230,271,383,383,271,383,331,331,1602,489,1572,1530,661,1567,271,421,421,271,421,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2101110","2010","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",113362,50641,45717,31442,206,31236,25575,5661,14275,4924,824,772,52,4100,62721,54744,39282,147,39135,31839,7296,15462,7977,669,631,38,7308,432681,206658,172659,143417,715,142702,126548,16154,29242,33999,6187,5903,284,27812,226023,176400,127769,54,127715,117667,10048,48631,49623,5630,5092,538,43993,22377,12374,11650,10369,16,10353,8474,1879,1281,724,82,82,0,642,10003,9443,6682,0,6682,6077,605,2761,560,14,14,0,546,"Jefferson County, Kentucky",1523,985,977,1715,328,1805,1901,1236,1669,99,315,315,85,310,1032,969,1982,237,1974,1785,1358,1780,347,288,272,65,406,873,604,603,2012,444,2127,3212,2174,1945,80,841,850,202,851,617,617,2621,90,2616,2647,1716,2682,271,925,942,289,925,394,375,532,562,31,556,953,892,646,294,96,96,271,314,424,424,772,271,772,810,412,735,0,25,25,271,25
"G2101170","2010","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,114098,55475,48340,39616,0,39616,35229,4387,8724,7135,1405,1215,190,5730,58623,48461,35215,0,35215,32236,2979,13246,10162,1653,1340,313,8509,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenton County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,537,410,410,1266,271,1266,1615,1096,1322,271,429,444,171,429,406,406,1768,271,1768,1760,870,1783,271,564,420,400,564,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2101450","2010","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,45133,21549,17408,13691,93,13598,12038,1560,3717,4141,774,774,0,3367,23584,17511,11328,0,11328,10074,1254,6183,6073,670,670,0,5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCracken County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,334,346,346,946,160,958,1087,708,949,271,349,349,271,349,271,271,1086,271,1086,1003,639,1153,271,344,344,271,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2101510","2010","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,61671,29411,25593,19144,78,19066,17704,1362,6449,3818,971,818,153,2847,32260,27177,18175,0,18175,15947,2228,9002,5083,680,624,56,4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,330,247,247,1079,100,1084,1285,551,1090,271,386,344,179,386,188,188,1212,271,1212,1570,967,1210,271,360,355,95,360,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2101950","2010","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,51377,24795,21013,11613,0,11613,10260,1353,9400,3782,276,276,0,3506,26582,21580,8573,0,8573,7980,593,13007,5002,556,556,0,4446,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,348,296,296,1226,271,1226,1253,650,1248,271,222,222,271,222,282,282,1030,271,1030,1075,434,1052,271,296,296,271,296,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2102270","2010","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",7704,3769,3449,2766,0,2766,2006,760,683,320,70,70,0,250,3935,3493,2503,0,2503,1945,558,990,442,51,51,0,391,75814,36332,31732,23676,0,23676,21406,2270,8056,4600,1105,994,111,3495,39482,32875,23681,0,23681,21309,2372,9194,6607,660,524,136,5947,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Kentucky",566,380,414,327,271,327,322,330,418,169,55,55,271,180,309,362,514,271,514,499,337,451,161,84,84,271,157,535,482,284,1694,271,1694,1982,959,1762,409,403,390,134,552,281,281,1295,271,1295,1406,700,1374,271,344,330,159,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200050","2010","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,58321,28704,25361,21196,34,21162,19817,1345,4165,3343,798,630,168,2545,29617,25371,17094,0,17094,16017,1077,8277,4246,645,645,0,3601,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,446,409,409,1844,57,1839,1697,602,1825,281,420,377,285,420,207,207,1384,281,1384,1579,660,1373,281,375,375,281,375,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200150","2010","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",18124,8143,7340,5910,351,5559,4874,685,1430,803,222,111,111,581,9981,9312,6982,0,6982,5962,1020,2330,669,273,106,167,396,64763,31569,26474,22825,1008,21817,20638,1179,3649,5095,1253,1253,0,3842,33194,26564,18067,238,17829,16471,1358,8497,6630,868,868,0,5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bossier Parish, Louisiana",490,319,502,543,304,555,598,411,727,436,277,198,192,385,376,567,1033,281,1033,1012,559,1168,390,283,184,202,282,412,285,285,943,519,945,1135,579,982,281,450,450,281,450,312,312,1410,216,1379,1504,795,1337,281,374,374,281,374,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200170","2010","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",89652,40188,35834,23494,44,23450,19149,4301,12340,4354,1045,1045,0,3309,49464,42512,30686,292,30394,27369,3025,11826,6952,1217,1124,93,5735,101678,48777,39267,31928,801,31127,28523,2604,7339,9510,1430,1312,118,8080,52901,39745,25900,0,25900,24847,1053,13845,13156,1574,1481,93,11582,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caddo Parish, Louisiana",1151,572,572,1665,75,1676,1862,1112,1537,281,525,525,281,525,763,729,1480,368,1456,1607,789,1417,109,501,493,152,499,451,333,333,1253,477,1275,1266,811,1210,281,493,474,142,493,367,367,1496,281,1496,1506,444,1581,281,474,454,81,474,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200190","2010","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",34839,16412,14554,10145,0,10145,8069,2076,4409,1858,543,543,0,1315,18427,15765,10562,0,10562,8865,1697,5203,2662,303,303,0,2359,106590,51318,42957,34147,71,34076,31834,2242,8810,8361,1234,1234,0,7127,55272,44391,28340,0,28340,26922,1418,16051,10881,1406,1406,0,9475,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calcasieu Parish, Louisiana",733,566,566,1092,281,1092,1149,928,1024,281,307,307,281,307,432,432,961,281,961,1044,651,969,281,214,214,281,214,649,443,443,1347,118,1362,1546,950,1468,281,445,445,281,445,413,392,1855,281,1855,1838,547,1899,136,538,538,281,564,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200330","2010","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",146785,65532,59904,44045,0,44045,35209,8836,15859,5628,1350,1350,0,4278,81253,72280,53460,60,53400,48012,5388,18820,8973,1489,1489,0,7484,175712,84899,71463,57361,55,57306,54321,2985,14102,13436,3522,3178,344,9914,90813,72336,53226,36,53190,50076,3114,19110,18477,2761,2428,333,15716,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Baton Rouge Parish, Louisiana",1248,818,818,2326,281,2326,3023,1697,2500,281,355,355,281,355,874,874,1962,101,1955,2145,1195,2029,281,597,597,281,597,745,656,656,2055,93,2052,2040,1010,2129,281,909,854,250,909,401,401,1852,60,1846,1893,899,1917,281,687,674,231,687,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200450","2010","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",15956,7467,6680,4531,0,4531,3495,1036,2149,787,277,277,0,510,8489,7659,4713,0,4713,4178,535,2946,830,174,174,0,656,35282,17026,14141,11351,0,11351,10761,590,2790,2885,940,940,0,1945,18256,14564,9803,0,9803,8906,897,4761,3692,533,533,0,3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberia Parish, Louisiana",772,485,450,930,281,930,989,621,1068,85,237,237,281,244,497,630,835,281,835,901,361,929,454,199,199,281,425,285,253,253,946,281,946,988,455,977,281,366,366,281,366,175,175,947,281,947,1053,493,916,281,307,307,281,307,,,,,,,,,,,,,,,,,,,,,,,,,,,
